"Date","Price","Open","High","Low","Vol.","Change %"
"22-06-2020","48,500","49,088","49,261","48,380","29.09K","-0.28%"
"19-06-2020","48,636","47,870","48,999","47,732","31.97K","1.62%"
"18-06-2020","47,861","48,151","48,678","47,567","29.16K","-1.19%"
"17-06-2020","48,436","48,049","48,492","47,839","20.39K","0.22%"
"16-06-2020","48,330","47,642","48,420","47,450","32.33K","1.98%"
"15-06-2020","47,393","47,533","47,550","46,436","37.16K","-0.62%"
"12-06-2020","47,690","48,040","48,418","47,500","28.93K","-1.95%"
"11-06-2020","48,639","48,770","49,600","48,309","41.68K","1.15%"
"10-06-2020","48,084","48,127","49,039","47,862","32.10K","-0.03%"
"09-06-2020","48,099","48,100","48,485","47,800","25.83K","-0.18%"
"08-06-2020","48,185","47,652","48,340","47,652","27.95K","1.76%"
"05-06-2020","47,351","48,474","48,630","47,079","34.10K","-2.99%"
"04-06-2020","48,811","48,359","49,060","48,028","32.17K","0.74%"
"03-06-2020","48,454","48,904","49,435","47,730","36.00K","-1.28%"
"02-06-2020","49,080","51,235","51,235","48,683","34.39K","-3.03%"
"01-06-2020","50,611","50,587","51,065","49,764","35.36K","0.98%"
"29-05-2020","50,118","48,710","50,174","48,452","32.89K","3.21%"
"28-05-2020","48,558","48,400","49,000","48,250","30.17K","0.35%"
"27-05-2020","48,390","47,667","48,490","46,958","35.74K","1.19%"
"26-05-2020","47,821","48,689","48,997","47,676","30.09K","-0.90%"
"25-05-2020","48,257","48,171","48,338","47,671","10.24K","-0.17%"
"22-05-2020","48,338","47,227","48,466","47,052","29.77K","2.12%"
"21-05-2020","47,335","48,202","48,723","47,111","34.77K","-3.51%"
"20-05-2020","49,058","48,970","49,499","48,411","30.94K","0.49%"
"19-05-2020","48,821","47,799","49,000","47,340","27.58K","2.35%"
"18-05-2020","47,698","47,190","49,178","46,822","43.41K","2.10%"
"15-05-2020","46,718","44,499","46,855","44,499","35.84K","5.85%"
"14-05-2020","44,135","43,177","44,247","42,984","25.20K","2.72%"
"13-05-2020","42,965","43,015","43,399","42,739","21.65K","-0.21%"
"12-05-2020","43,054","43,252","43,453","42,931","18.72K","-0.41%"
"11-05-2020","43,230","43,347","43,634","42,852","19.97K","-0.15%"
"08-05-2020","43,293","43,133","43,800","42,872","27.06K","0.39%"
"07-05-2020","43,123","41,840","43,188","41,726","21.46K","3.05%"
"06-05-2020","41,845","42,290","42,375","41,685","16.39K","2.05%"
"05-05-2020","41,005","40,750","41,600","40,700","0.05K","0.21%"
"04-05-2020","40,918","41,418","41,664","40,770","0.09K","-0.77%"
"01-05-2020","41,237","41,050","41,482","40,902","0.25K","0.61%"
"30-04-2020","40,989","42,053","42,776","40,600","1.01K","-1.88%"
"29-04-2020","41,775","41,814","42,200","41,565","2.54K","0.15%"
"28-04-2020","41,712","41,565","41,820","41,150","13.49K","-0.58%"
"27-04-2020","41,957","42,228","42,488","41,652","16.17K","-0.22%"
"24-04-2020","42,051","41,823","42,380","41,390","17.80K","0.59%"
"23-04-2020","41,806","42,400","42,842","41,702","18.04K","0.29%"
"22-04-2020","41,686","41,800","41,828","40,775","11.64K","-0.15%"
"21-04-2020","41,748","42,958","43,120","41,500","12.98K","-2.31%"
"20-04-2020","42,737","43,133","43,133","42,545","7.32K","-0.16%"
"17-04-2020","42,806","43,456","43,651","42,506","9.87K","-3.27%"
"16-04-2020","44,255","43,661","44,329","43,467","7.16K","0.51%"
"15-04-2020","44,031","44,432","44,584","43,294","10.38K","0.63%"
"13-04-2020","43,756","43,587","44,049","43,551","6.56K","0.58%"
"09-04-2020","43,502","43,003","43,582","42,871","5.55K","0.84%"
"08-04-2020","43,139","42,950","43,265","42,708","5.17K","-0.82%"
"07-04-2020","43,494","42,871","43,987","42,871","9.78K","5.51%"
"03-04-2020","41,223","40,955","41,383","40,820","7.10K","3.39%"
"01-04-2020","39,872","39,599","40,050","39,451","7.63K","0.88%"
"31-03-2020","39,523","40,050","40,210","39,365","5.87K","-0.69%"
"30-03-2020","39,798","40,000","40,000","39,300","6.69K","-2.68%"
"27-03-2020","40,894","41,346","41,592","40,372","12.00K","-1.04%"
"26-03-2020","41,322","40,994","41,900","40,550","12.97K","-0.92%"
"25-03-2020","41,706","40,540","41,920","40,422","13.82K","2.92%"
"24-03-2020","40,524","38,208","40,722","37,900","24.65K","6.89%"
"23-03-2020","37,912","36,409","38,099","35,700","19.28K","5.77%"
"20-03-2020","35,843","35,931","37,098","35,428","27.35K","2.11%"
"19-03-2020","35,102","34,572","35,260","33,711","25.47K","3.52%"
"18-03-2020","33,907","35,700","36,486","33,580","48.45K","-4.36%"
"17-03-2020","35,453","36,057","36,850","34,300","50.54K","-2.08%"
"16-03-2020","36,207","40,962","41,099","33,756","73.36K","-10.57%"
"13-03-2020","40,487","43,280","43,542","40,400","43.18K","-8.27%"
"12-03-2020","44,139","45,556","45,846","42,917","39.08K","-3.68%"
"11-03-2020","45,826","46,155","46,552","45,719","17.48K","-0.64%"
"10-03-2020","46,122","46,678","46,790","45,847","11.27K","-1.26%"
"09-03-2020","46,711","47,041","47,077","45,200","36.17K","-0.55%"
"06-03-2020","46,969","47,300","47,870","46,462","34.96K","2.34%"
"05-03-2020","45,894","45,890","45,928","45,863","0.00K","-0.55%"
"04-03-2020","46,146","46,745","46,745","45,850","0.01K","1.89%"
"03-03-2020","45,290","44,850","46,300","44,807","0.15K","1.64%"
"02-03-2020","44,561","45,002","45,002","44,337","0.05K","1.32%"
"28-02-2020","43,979","46,010","46,044","43,556","5.35K","-4.77%"
"27-02-2020","46,180","46,899","47,184","46,064","20.03K","-0.85%"
"26-02-2020","46,576","46,550","47,379","46,348","28.54K","-2.08%"
"25-02-2020","47,567","48,666","48,800","47,351","35.23K","-3.72%"
"24-02-2020","49,405","48,607","49,516","48,520","35.29K","2.28%"
"21-02-2020","48,304","48,300","48,589","48,130","20.81K","0.85%"
"20-02-2020","47,898","47,700","48,309","47,386","33.65K","0.69%"
"19-02-2020","47,570","47,381","47,710","47,244","26.83K","0.65%"
"18-02-2020","47,263","46,450","47,330","46,282","27.52K","2.47%"
"17-02-2020","46,123","46,380","46,440","46,021","13.73K","-0.22%"
"14-02-2020","46,227","45,819","46,289","45,740","17.09K","0.93%"
"13-02-2020","45,799","45,590","45,995","45,590","19.15K","0.66%"
"12-02-2020","45,500","45,693","45,699","45,406","18.90K","-0.36%"
"11-02-2020","45,664","46,073","46,170","45,610","19.30K","-1.22%"
"10-02-2020","46,229","46,097","46,319","46,000","15.29K","0.27%"
"07-02-2020","46,106","46,200","46,395","45,870","21.52K","-0.25%"
"06-02-2020","46,220","45,800","46,328","45,761","20.45K","1.06%"
"05-02-2020","45,735","45,690","46,016","45,356","22.90K","0.44%"
"04-02-2020","45,534","46,367","46,367","45,450","23.37K","-0.78%"
"03-02-2020","45,890","46,669","46,690","45,755","21.97K","-2.69%"
"01-02-2020","47,160","46,883","47,295","46,815","3.93K","0.36%"
"31-01-2020","46,989","46,520","47,164","46,350","23.67K","0.16%"
"30-01-2020","46,914","45,740","46,966","45,740","30.97K","2.99%"
"29-01-2020","45,551","45,390","45,745","45,257","18.41K","0.17%"
"28-01-2020","45,474","46,923","46,970","45,427","36.86K","-3.26%"
"27-01-2020","47,005","47,225","47,595","46,932","22.63K","0.15%"
"24-01-2020","46,935","46,236","47,025","46,101","28.30K","1.20%"
"23-01-2020","46,380","46,175","46,420","45,771","26.74K","0.32%"
"22-01-2020","46,233","46,055","46,444","45,953","22.82K","0.20%"
"21-01-2020","46,143","46,826","46,998","45,734","31.18K","-1.19%"
"20-01-2020","46,701","46,708","46,880","46,549","12.97K","-0.12%"
"17-01-2020","46,756","46,529","46,970","46,451","20.70K","0.72%"
"16-01-2020","46,422","46,277","46,579","46,164","17.59K","0.07%"
"15-01-2020","46,389","46,170","46,450","45,881","21.16K","1.06%"
"14-01-2020","45,903","46,340","46,340","45,811","22.33K","-1.16%"
"13-01-2020","46,443","46,810","46,818","46,382","19.75K","-1.00%"
"10-01-2020","46,911","46,599","46,990","46,310","26.82K","0.71%"
"09-01-2020","46,579","47,200","47,322","46,365","31.15K","-1.71%"
"08-01-2020","47,391","48,224","48,925","47,100","43.93K","-1.49%"
"07-01-2020","48,106","47,324","48,173","47,215","30.95K","1.18%"
"06-01-2020","47,546","48,300","48,660","47,310","31.60K","0.04%"
"03-01-2020","47,527","47,199","47,924","47,199","33.52K","1.07%"
"02-01-2020","47,022","46,656","47,198","46,593","27.87K","0.77%"
"01-01-2020","46,665","46,699","46,766","46,200","3.52K","-0.10%"
"31-12-2019","46,711","47,245","47,323","46,580","25.00K","-0.31%"
"30-12-2019","46,855","46,139","46,956","46,139","19.63K","-0.24%"
"27-12-2019","46,966","46,861","47,073","46,480","24.73K","0.31%"
"26-12-2019","46,823","46,589","47,232","46,519","32.85K","0.68%"
"24-12-2019","46,506","45,786","46,570","45,786","24.36K","1.85%"
"23-12-2019","45,661","45,051","45,724","45,051","20.38K","1.69%"
"20-12-2019","44,904","44,627","45,097","44,580","20.26K","0.24%"
"19-12-2019","44,796","44,511","44,839","44,263","17.10K","0.79%"
"18-12-2019","44,447","44,447","44,589","44,180","16.12K","-0.13%"
"17-12-2019","44,505","44,444","44,642","44,351","16.47K","0.03%"
"16-12-2019","44,493","44,132","44,573","44,108","18.45K","0.83%"
"13-12-2019","44,126","43,908","44,370","43,880","22.40K","0.46%"
"12-12-2019","43,926","43,969","44,630","43,703","29.46K","0.23%"
"11-12-2019","43,825","43,501","43,964","43,406","16.36K","0.73%"
"10-12-2019","43,507","43,485","43,700","43,410","13.57K","0.01%"
"09-12-2019","43,502","43,575","43,735","43,450","12.75K","-0.10%"
"06-12-2019","43,545","44,599","44,714","43,470","24.47K","-1.18%"
"05-12-2019","44,064","44,200","45,287","43,850","0.04K","-0.74%"
"04-12-2019","44,392","44,949","45,100","44,100","0.03K","-0.51%"
"03-12-2019","44,620","44,250","44,985","44,150","0.14K","0.62%"
"02-12-2019","44,344","44,290","44,416","44,077","0.35K","-0.36%"
"29-11-2019","44,506","44,225","44,622","44,155","6.84K","0.79%"
"28-11-2019","44,159","44,005","44,278","44,005","10.70K","0.27%"
"27-11-2019","44,040","44,410","44,410","43,955","14.99K","-0.89%"
"26-11-2019","44,435","44,110","44,488","43,901","20.59K","0.45%"
"25-11-2019","44,237","44,450","44,450","44,051","18.19K","-0.55%"
"22-11-2019","44,480","44,685","44,985","44,446","23.11K","-0.58%"
"21-11-2019","44,738","44,829","44,850","44,555","21.04K","-0.18%"
"20-11-2019","44,819","44,836","45,018","44,553","21.35K","-0.10%"
"19-11-2019","44,862","44,545","44,960","44,366","25.46K","0.40%"
"18-11-2019","44,685","44,355","44,716","43,907","23.04K","0.54%"
"15-11-2019","44,445","44,550","44,550","44,061","19.71K","-0.62%"
"14-11-2019","44,723","44,610","44,888","44,378","23.98K","0.42%"
"13-11-2019","44,534","44,132","44,725","44,090","25.59K","1.47%"
"12-11-2019","43,887","43,940","44,090","43,660","10.88K","-0.23%"
"11-11-2019","43,986","44,100","44,197","43,606","19.24K","0.26%"
"08-11-2019","43,872","44,311","44,448","43,467","31.75K","-0.67%"
"07-11-2019","44,168","45,707","45,777","44,085","36.76K","-3.26%"
"06-11-2019","45,658","45,494","45,725","45,075","26.57K","0.35%"
"05-11-2019","45,500","46,516","46,568","45,385","31.09K","-2.39%"
"04-11-2019","46,612","46,556","46,900","46,395","20.92K","0.47%"
"01-11-2019","46,392","46,725","46,820","46,300","22.49K","-0.80%"
"31-10-2019","46,764","46,061","46,894","46,021","30.90K","1.40%"
"30-10-2019","46,119","45,850","46,384","45,850","23.66K","0.28%"
"29-10-2019","45,989","45,868","46,180","45,556","26.18K","-0.10%"
"28-10-2019","46,034","46,526","46,607","45,815","13.89K","-0.97%"
"27-10-2019","46,485","46,355","46,721","46,350","1.30K","0.39%"
"25-10-2019","46,306","46,200","47,250","46,048","37.34K","0.68%"
"24-10-2019","45,992","45,374","46,082","45,283","24.13K","1.50%"
"23-10-2019","45,311","45,315","45,520","45,265","16.50K","0.30%"
"22-10-2019","45,176","45,340","45,616","45,115","23.32K","-0.56%"
"21-10-2019","45,431","45,625","46,007","45,386","18.06K","-0.05%"
"18-10-2019","45,453","45,483","45,562","45,110","21.15K","-0.20%"
"17-10-2019","45,545","45,181","45,653","45,000","28.21K","0.71%"
"16-10-2019","45,226","45,420","45,495","44,700","31.32K","0.00%"
"15-10-2019","45,226","45,877","46,020","45,165","24.05K","-1.26%"
"14-10-2019","45,804","45,235","45,830","45,213","18.60K","1.40%"
"11-10-2019","45,171","45,350","45,829","44,880","31.28K","-0.55%"
"10-10-2019","45,421","46,234","46,234","45,085","25.75K","-1.35%"
"09-10-2019","46,044","46,096","46,443","45,827","24.74K","0.37%"
"08-10-2019","45,874","45,569","46,145","45,514","15.08K","1.44%"
"07-10-2019","45,222","45,549","45,549","45,085","19.39K","-0.35%"
"04-10-2019","45,379","45,650","45,750","44,802","27.93K","-0.57%"
"03-10-2019","45,639","45,561","45,995","45,230","33.01K","1.75%"
"01-10-2019","44,852","44,105","45,100","43,969","35.06K","1.66%"
"30-09-2019","44,119","45,270","45,270","43,975","31.20K","-3.07%"
"27-09-2019","45,517","46,339","46,365","44,655","39.04K","-1.86%"
"26-09-2019","46,380","46,749","46,749","45,970","30.44K","-0.87%"
"25-09-2019","46,785","48,100","48,320","46,483","33.07K","-2.58%"
"24-09-2019","48,022","48,024","48,213","47,260","29.72K","-0.19%"
"23-09-2019","48,113","46,705","48,170","46,705","26.90K","3.55%"
"20-09-2019","46,465","46,642","46,688","46,151","18.04K","-0.30%"
"19-09-2019","46,606","46,650","46,841","45,900","20.96K","0.03%"
"18-09-2019","46,592","47,037","47,154","46,274","20.24K","-1.62%"
"17-09-2019","47,361","47,140","47,468","46,710","19.16K","0.30%"
"16-09-2019","47,218","46,100","47,328","46,100","24.06K","3.18%"
"13-09-2019","45,761","47,052","47,410","45,620","36.42K","-2.90%"
"12-09-2019","47,128","47,430","48,082","46,951","41.46K","-0.78%"
"11-09-2019","47,500","47,751","48,000","47,205","23.43K","-0.62%"
"10-09-2019","47,798","47,447","48,018","47,206","18.55K","0.12%"
"09-09-2019","47,741","47,750","48,190","47,325","31.07K","-0.30%"
"06-09-2019","47,885","49,190","49,347","47,480","59.27K","-0.66%"
"05-09-2019","48,203","50,141","50,175","48,115","0.09K","-3.96%"
"04-09-2019","50,191","50,464","50,672","49,645","0.17K","1.03%"
"03-09-2019","49,678","47,486","49,724","47,398","0.36K","4.61%"
"02-09-2019","47,489","47,178","47,699","47,043","1.32K","1.60%"
"30-08-2019","46,742","46,311","47,112","46,261","18.34K","0.93%"
"29-08-2019","46,312","46,455","47,440","45,901","33.38K","-0.72%"
"28-08-2019","46,646","45,825","46,925","45,750","31.40K","1.47%"
"27-08-2019","45,970","45,067","46,026","44,967","30.74K","1.94%"
"26-08-2019","45,093","45,086","45,376","44,765","26.35K","1.10%"
"23-08-2019","44,602","43,776","44,627","43,625","27.63K","1.61%"
"22-08-2019","43,896","43,666","44,050","43,608","17.05K","0.18%"
"21-08-2019","43,816","43,706","43,880","43,540","16.25K","-0.28%"
"20-08-2019","43,941","43,379","43,991","43,186","19.52K","1.18%"
"19-08-2019","43,430","43,552","43,599","43,154","19.49K","-0.90%"
"16-08-2019","43,824","44,119","44,130","43,514","19.88K","-0.58%"
"14-08-2019","44,079","43,156","44,308","42,981","27.37K","2.23%"
"13-08-2019","43,117","43,850","44,584","42,042","40.30K","-1.26%"
"12-08-2019","43,666","43,411","43,720","43,365","8.24K","0.79%"
"09-08-2019","43,324","43,950","43,950","43,044","23.00K","0.60%"
"08-08-2019","43,067","43,567","43,767","42,791","25.25K","-1.63%"
"07-08-2019","43,779","43,180","43,840","42,839","39.33K","3.04%"
"06-08-2019","42,487","42,557","42,557","42,120","23.49K","0.01%"
"05-08-2019","42,483","41,519","42,647","41,519","36.57K","2.71%"
"02-08-2019","41,364","40,844","41,519","40,844","30.01K","0.92%"
"01-08-2019","40,986","40,880","41,311","40,285","36.64K","-0.58%"
"31-07-2019","41,227","41,450","41,480","40,967","20.48K","-0.83%"
"30-07-2019","41,570","41,230","41,614","41,180","21.78K","0.91%"
"29-07-2019","41,195","41,230","41,261","41,060","14.80K","0.10%"
"26-07-2019","41,152","41,435","41,460","41,115","21.10K","-0.57%"
"25-07-2019","41,388","41,550","41,799","41,220","29.22K","-0.95%"
"24-07-2019","41,783","41,483","41,825","41,373","25.84K","0.84%"
"23-07-2019","41,434","41,005","41,555","40,818","33.72K","0.37%"
"22-07-2019","41,281","41,002","41,372","41,002","21.00K","1.47%"
"19-07-2019","40,682","40,770","41,627","40,510","41.58K","-0.14%"
"18-07-2019","40,738","40,386","40,790","40,237","33.73K","1.40%"
"17-07-2019","40,176","39,370","40,225","39,231","32.79K","2.16%"
"16-07-2019","39,326","38,620","39,466","38,563","35.04K","1.81%"
"15-07-2019","38,625","38,300","38,658","38,258","18.92K","0.61%"
"12-07-2019","38,390","38,300","38,425","38,061","14.89K","0.73%"
"11-07-2019","38,113","38,500","38,500","38,089","18.41K","-0.54%"
"10-07-2019","38,320","38,176","38,452","38,002","19.68K","0.37%"
"09-07-2019","38,180","38,060","38,199","37,853","18.28K","0.41%"
"08-07-2019","38,024","37,951","38,195","37,950","15.36K","1.98%"
"05-07-2019","37,285","37,173","38,075","37,030","0.09K","0.57%"
"04-07-2019","37,075","37,209","37,216","37,051","0.06K","-0.36%"
"03-07-2019","37,210","37,186","37,350","37,145","0.06K","0.48%"
"02-07-2019","37,032","36,850","37,110","36,700","0.97K","1.08%"
"01-07-2019","36,635","37,205","37,349","36,300","4.64K","-2.18%"
"28-06-2019","37,452","37,675","37,690","37,405","12.59K","-0.24%"
"27-06-2019","37,542","37,782","37,782","37,444","15.67K","-0.85%"
"26-06-2019","37,862","37,830","37,918","37,637","22.34K","-0.37%"
"25-06-2019","38,002","38,150","38,323","37,801","27.17K","-0.19%"
"24-06-2019","38,075","38,099","38,190","37,926","13.93K","0.32%"
"21-06-2019","37,954","38,400","38,590","37,728","26.29K","-1.07%"
"20-06-2019","38,365","37,391","38,470","37,391","31.31K","2.84%"
"19-06-2019","37,304","37,277","37,399","37,214","12.05K","-0.01%"
"18-06-2019","37,306","37,078","37,464","37,062","22.74K","0.58%"
"17-06-2019","37,092","37,151","37,250","36,950","14.61K","0.15%"
"14-06-2019","37,035","37,151","37,685","37,003","25.55K","-0.19%"
"13-06-2019","37,105","36,743","37,122","36,660","16.33K","0.95%"
"12-06-2019","36,755","36,820","36,959","36,726","16.48K","0.05%"
"11-06-2019","36,735","36,649","36,828","36,470","15.21K","0.42%"
"10-06-2019","36,583","37,299","37,299","36,543","19.38K","-2.04%"
"07-06-2019","37,344","36,990","37,587","36,927","24.27K","0.87%"
"06-06-2019","37,022","36,920","37,250","36,868","16.25K","0.49%"
"05-06-2019","36,841","36,899","37,402","36,805","19.30K","-0.04%"
"04-06-2019","36,855","36,572","36,888","36,510","20.82K","0.39%"
"03-06-2019","36,713","36,610","36,762","36,400","18.87K","0.72%"
"31-05-2019","36,449","36,377","36,710","36,303","16.88K","0.08%"
"30-05-2019","36,420","36,189","36,550","36,034","18.23K","0.37%"
"29-05-2019","36,286","36,030","36,326","36,030","20.37K","1.04%"
"28-05-2019","35,914","36,369","36,504","35,826","23.18K","-1.47%"
"27-05-2019","36,449","36,468","36,609","36,402","9.52K","0.18%"
"24-05-2019","36,384","36,657","36,657","36,360","11.73K","-0.74%"
"23-05-2019","36,657","36,256","36,740","36,056","18.85K","0.96%"
"22-05-2019","36,309","36,298","36,433","36,204","12.13K","0.17%"
"21-05-2019","36,246","36,319","36,350","36,180","14.09K","-0.34%"
"20-05-2019","36,371","36,450","36,450","36,100","16.20K","-0.56%"
"17-05-2019","36,577","36,894","36,894","36,528","16.98K","-0.77%"
"16-05-2019","36,859","37,470","37,550","36,833","21.37K","-1.75%"
"15-05-2019","37,517","37,571","37,690","37,411","13.15K","-0.01%"
"14-05-2019","37,521","37,580","37,762","37,451","13.90K","-0.34%"
